CATID;BREEDGROUP;SEX;AGE_BEHAVIOUR;OTHER_CATS;problematic_behavior;seeks_physical_contact_people;Opens_doors;Rests _in_secure_places;Reacts_to_video_TV;Refuses_litter_box_dirty;Freezes_examined_veterinarian;Seems_confident;comfortable_social_gatherings;easily_scared_things_sounds ;Defecates_inappropriate_places;Unexpectedly_scratches _bites;greets_unfamiliar_children;Enjoys_tearing_cardboard;Runs_ hides_noise_inside;Runs_hide_noise_outside;Asks_in_out_ rooms;Freezes_nothing visible;Tries_wake_up;exhibits_bursts_running;Talks_to_people;increased_activity_morning;destroys_left_alone;Reacts_catnip;Chases_animals;purrs_petted;scratch_bite_human_possession_prey;comfortable_familiar_children;Growls_hisses_familiar_cat_staring;scratch_bite_familiar_dogs;Growls_hisses_examined_veterinarian;Growls_hisses_unfamiliar_dogs;lie_things_used_people;excited_new_toys;Runs_while_playing;Greets_unfamiliar_cats;Growls_hisses_familiar_dogs;restlessness_home_modified;eats_house_plants;eye_contact_familiar_people;Scratches_inappropriate_objects;scratch_bite_petted_base_tail;hallway_household_leave;not_want_use_same_litter_box;wrong_targeted_aggression;Enjoys_jumping_high;restlessness_member_household_affection_person;Gets_excite_small_animals_window;scratch_bite_petted_belly;Carries_toy;listens_everything_you_say;playing_chases_household_members;Growls_hisses_nails_clipped;Growls_hisses_medicine_familiar;Chases_imaginary_objects;scratch_bite_bathed;Growls_ hisses_bathed;increased_activity_evening;Runs_unfamiliar_cats;scratch_bite_brushed;Reacts_similarly_situations;Stares_unfamiliar_people;self_mutilation;investigates_new_objects;Growls_hisses_approached_familiar_cat_while_eating;scratch_bite_unfamiliar_dogs;restlessness_other_cats_fight;excessive_ grooming;restlessness_unfamiliar_objects;Plays_fetch;Gets_along _with_cats;Seeks_company_other_cats;baby_cry_check;Growls_hisses_brushed;Chase_tail;scratch_bite_examined_veterinarian;Rests_warm_appliances;scratch_bite_nails_clipped;greets_kittens;Moves_elegantly;scratch_bite _medicine_familiar_person;Hides_household_member_leave;Urinates_inappropriate;Escapes_unfamiliar_people;Is_persevering;Stalks_moving_objects;meowing _left_alone;Sprays_indoors;adapts_changes;Squirms_picked_ held_arms;Brings_prey_animals;Enjoys_playing_cats;Runs_unfamiliar_dogs;waiting_household_member_arrives;sudden_licking_chewing_body;Comes_called;Escapes_threatened_familiar_cat;Chews_cables;Reacts_different_events_vocalizing;scratch_bite_familiar_cat_hissing;Growls_hisses_petted_tail;Chews_plastics;Growls_hisses_unfamiliar_person_pet;Growls_hisses_unfamiliar_children;Chase_shadows;escape_home;comfortable_petted_unfamiliar_people;greets_unfamiliar_adults;Active;Prefers_types_cat_litter;restlessness_member_household_affection_another_pet;Seeks_physical_contact_other_cats;Growls_hisses_approached_familiar_cat_resting;Friendly_unfamiliar_dogs;Growls_hisses_approached_human_possession_of_prey;finds_new_ways_get_attention;learns_associate_things;Concentration_not_disturbed;Sucks_chews_fabrics;Growls_hisses_unfamiliar_adults;Purrs_sitting_lap;Chases_bite_moving_legs;not_recognize_familiar_cat_if_smells_odd;Kneads_objects;Squirms_picked_to_lap;substrate_preference_inappro;interactive_play_people;Repeats_meaningless_movements;comfortable_playing _unfamiliar_people;Walks_tail_upright;not_approach_people_right_away;Rests_elevated_places;comfortable_unfamiliar_places;responds_commands;Picky;Asks_food;restlessness_household_member_leave;exited_other_pets;Human_oriented;fearfulness;human_aggression;activity_playfulness;cat_sociability;human_sociability;litterbox_issues;excessive_grooming
40;Siberian_and_Neva_Masquerade;Female;1,917808219;NO;No;5;4;4;2;1;1;5;3;4;1;4;1;1;4;2;5;4;2;2;5;3;1;2;5;5;;1;;;1;4;1;2;4;4;4;1;3;4;2;1;2;;;5;4;5;2;1;5;4;1;2;1;;;5;2;1;4;4;1;4;;2;;4;1;1;;;;1;2;1;2;1;;3;2;1;1;4;4;5;1;1;5;4;4;;4;5;1;4;;1;4;;1;1;2;1;4;1;3;2;2;4;;;;1;1;3;4;2;1;1;5;1;;4;5;;5;4;2;5;4;5;2;2;4;4;2;;;0,682926588;0,044559559;0,058731248;-0,181083904;0,219730368;-0,187761771;2,004285151
42;Turkish_Van;Female;12,9951105;YES;A_lot;5;1;2;1;5;5;5;4;1;5;1;;5;4;1;5;1;4;1;2;4;1;2;5;5;1;;5;;1;;5;2;2;1;;1;1;5;4;1;1;4;;4;2;5;1;1;3;1;5;2;1;1;2;4;;1;5;3;1;2;1;;4;1;1;1;4;2;;1;1;1;5;3;;5;1;1;4;2;5;2;3;1;5;5;5;1;5;1;1;4;2;1;4;4;2;1;1;;1;5;2;4;5;4;5;1;2;;1;2;4;;1;1;4;1;2;4;5;5;1;4;3;5;4;4;1;;2;5;1;;5;0,012885573;0,989114011;-2,251353138;-2,43576988;-0,212505703;4,075464888;0,00817657
43;Abyssinian;Female;0,873972603;YES;A_little;2;3;4;4;4;2;4;4;3;1;1;3;3;2;4;5;3;5;4;4;1;2;1;5;2;2;4;5;;5;;2;5;4;;;1;4;4;1;1;5;2;1;5;1;5;1;4;4;3;1;;3;2;2;4;;1;3;3;1;5;3;;;1;2;2;4;4;;1;3;1;5;1;;5;;1;1;1;3;5;2;1;5;4;;4;;4;1;4;4;2;3;2;1;4;1;1;5;4;3;3;4;;1;4;1;;1;3;5;1;1;2;4;1;;2;4;;1;1;4;5;3;5;3;3;5;5;5;;3;0,079833213;-0,159383158;0,807277666;-0,197123417;-1,921570905;0,263380837;-0,03398388
44;Ocicat;Female;2,126824818;YES;A_little;5;4;1;4;1;1;5;4;2;2;1;3;2;2;2;5;2;1;5;4;1;2;5;5;2;1;;2;1;1;4;4;5;5;2;2;1;2;4;2;1;3;1;1;5;1;5;1;5;4;4;2;1;1;1;2;2;2;1;3;4;1;5;1;1;4;1;1;5;4;5;;1;1;1;4;1;;5;1;2;2;1;3;5;1;5;5;4;4;5;2;4;1;4;3;1;2;1;1;1;1;1;4;2;2;4;4;4;1;5;1;3;1;4;4;;1;1;5;1;2;3;4;4;5;1;5;5;1;2;2;;4;5;2;;3;-0,504334217;-0,541940854;1,002282542;0,611988438;-1,383003812;1,259020594;-0,53151302
45;Persian_and_Exotic;Female;4,241511501;YES;A_little;5;5;5;5;5;2;5;2;4;4;1;5;5;2;2;5;4;2;5;5;2;1;5;5;5;1;5;4;2;2;4;5;5;5;2;2;2;1;4;2;1;4;2;1;5;4;5;1;4;5;5;1;1;2;2;2;4;2;4;5;5;1;5;1;1;2;1;1;4;4;2;;1;1;2;5;1;4;5;1;2;4;4;2;5;1;1;5;4;;4;4;5;2;4;2;4;4;4;1;5;1;1;4;2;5;5;4;5;4;2;5;4;1;4;4;;1;1;5;1;2;5;4;5;4;1;5;5;4;5;5;4;5;5;2;5;5;-0,18420642;-0,030662177;0,828013074;-1,632339401;1,502045853;3,34284706;0,133165069
46;House_cat;Female;6,140398905;YES;Some;2;1;2;4;2;2;5;1;4;1;5;1;1;1;1;;1;1;4;2;1;1;4;;5;1;4;2;;2;;4;2;4;1;;1;4;1;4;4;1;1;1;5;1;5;5;5;1;4;;1;2;;;1;2;4;2;4;1;4;2;;2;1;1;5;2;4;;1;1;2;5;;1;4;2;1;1;4;4;5;1;1;5;4;;2;;2;1;5;1;4;4;2;1;1;1;1;4;;1;1;4;1;1;2;1;;1;1;2;;1;1;5;1;2;2;2;1;1;1;4;5;5;5;;;1;1;1;;2;0,581139892;0,499895448;0,083720525;-0,744984218;-2,094817872;-1,167505009;-0,736511321
47;American_Curl;Female;2,833675565;YES;No;5;2;4;4;1;1;5;4;1;1;1;;1;1;1;5;1;2;4;5;3;1;5;;4;1;;1;;1;;4;5;4;5;;1;1;5;1;1;4;1;1;5;1;2;1;1;5;2;1;1;1;1;1;3;1;1;5;2;1;5;1;;4;1;1;1;5;4;;1;1;1;4;1;3;5;1;1;1;1;1;5;1;1;5;1;;4;;3;1;4;4;1;4;1;1;4;1;1;5;1;5;3;2;1;4;5;1;;1;3;5;;1;1;5;1;1;4;1;;2;1;5;5;4;5;4;;4;5;1;4;3;-0,586264263;-0,744953389;-0,458262766;0,385178469;0,025050209;-0,797103442;-0,564067809
48;Maine_Coon;Female;9,921085387;NO;No;5;5;2;4;5;1;5;5;1;1;1;5;1;2;1;5;2;5;2;5;1;1;2;5;5;1;5;1;1;1;1;4;2;2;4;1;1;5;1;4;1;5;;1;5;1;4;1;1;4;1;1;1;1;4;5;5;1;1;2;1;1;5;1;1;;1;1;1;;4;;1;1;1;2;1;;5;1;1;1;1;4;5;1;1;5;1;5;;1;5;1;5;1;1;4;;1;1;1;1;4;4;5;5;2;5;1;;;5;1;3;5;;1;1;5;1;;4;1;;1;1;5;5;1;4;5;;5;5;1;;5;-1,281010127;-0,8349138;-0,975319091;-0,342741137;0,553878364;0,066622189;-0,663077142
49;Maine_Coon;Female;0,545205479;YES;No;5;4;3;4;1;1;4;4;2;1;1;5;2;2;2;2;1;1;3;5;4;1;4;5;5;1;5;1;;1;;4;5;4;;;1;;1;1;1;4;1;;4;1;5;1;2;4;3;1;1;2;1;1;3;;1;4;3;1;3;1;;1;1;1;1;5;4;;1;1;1;2;1;;4;1;1;1;1;3;5;1;1;5;2;;4;;4;1;4;2;2;2;2;1;1;1;1;5;;5;5;3;1;1;4;1;;1;3;4;;1;1;5;1;1;4;3;;1;1;5;5;1;4;3;;3;4;2;;3;-0,886497548;-0,685525702;-0,434372963;0,411884339;-0,050948958;-0,890121199;-0,530604177
50;Persian_and_Exotic;Female;5,244180739;unknown;unknown;2;5;5;5;5;1;5;4;2;1;1;3;4;3;3;1;1;1;4;2;1;1;5;5;2;1;;5;;1;;5;5;5;;;1;4;1;2;1;1;4;1;2;1;5;2;1;5;2;1;1;4;1;1;5;;1;4;5;1;5;1;;4;1;1;1;4;4;;1;1;1;4;1;5;4;1;1;1;4;4;5;1;1;5;5;;2;;4;1;3;4;3;1;4;1;3;5;5;5;;2;4;2;5;2;4;1;;1;3;5;;1;1;4;1;1;5;4;;1;1;3;5;4;2;4;;5;4;1;;4;0,605184512;-0,042782559;0,277851412;-1,032176372;-2,038405994;0,830014415;-0,59513595
51;Bengal;Female;0,642076503;NO;No;4;2;1;2;2;4;5;2;4;1;2;2;5;4;2;2;4;4;5;5;5;1;1;1;2;1;;;;1;2;1;4;4;;;2;;5;2;1;4;;1;5;1;4;4;4;5;4;;1;4;;;4;;4;4;5;1;4;;;;1;1;3;;;;1;4;2;4;;;5;2;1;1;4;5;5;2;1;4;5;;;;4;3;4;;4;5;;1;4;1;1;5;;4;4;4;3;;;;;1;4;5;4;1;1;5;1;;4;4;;4;1;4;5;4;5;2;2;4;5;2;;3;0,372022134;0,378878486;0,540117163;0,593263144;0,078982854;-0,560867931;0,200635705
52;Other;Female;0,81369863;YES;A_little;2;4;1;1;1;2;5;3;2;1;1;;4;1;2;2;1;4;2;1;2;1;4;;4;1;;1;;1;1;4;4;4;;;1;;1;1;1;2;1;1;4;1;5;2;2;4;1;1;1;1;1;1;2;;1;4;2;1;5;1;1;4;1;1;2;5;3;;1;1;1;2;2;;5;1;1;1;3;5;5;1;1;4;5;;5;2;2;1;2;2;2;1;1;1;4;2;;5;2;2;2;5;2;1;4;1;4;1;2;4;3;1;1;5;1;2;4;4;;4;1;4;;4;4;2;;4;2;1;;1;0,427038998;-0,285771163;-0,18867976;0,590694954;-2,81146284;-1,139557809;-0,914301129
53;Maine_Coon;Female;0,775956284;YES;No;3;1;1;4;1;1;5;5;1;1;1;5;1;1;1;1;1;4;2;4;2;1;4;5;5;1;;1;;1;;5;5;4;5;;1;5;5;;1;5;1;1;5;1;5;1;5;5;4;1;1;1;1;1;5;1;1;4;1;1;5;1;;1;1;1;4;5;5;;1;1;1;1;1;5;5;1;1;1;1;3;5;1;1;5;4;;5;;5;1;5;2;2;2;1;1;1;1;;5;1;4;5;5;1;1;5;1;;1;3;5;;4;1;5;1;1;1;4;;4;1;5;5;1;5;5;;5;3;1;;2;-1,146023775;-0,724160402;0,759245385;0,921352029;-1,26827191;-0,996048021;-0,651167049
54;Abyssinian;Female;1,625170999;YES;A_little;4;4;2;5;1;2;5;4;2;1;4;3;2;1;1;5;1;3;5;5;3;1;3;4;2;2;5;4;4;1;4;4;5;5;;3;1;5;4;5;1;5;1;1;5;1;5;4;4;5;3;4;2;1;3;3;4;;1;2;3;1;5;4;;1;1;1;2;5;4;;;4;1;5;4;;5;1;1;1;1;5;5;4;1;5;4;;5;;4;1;3;1;1;4;3;1;2;1;1;5;5;5;5;3;1;1;2;1;;2;4;5;;4;1;4;2;1;5;4;;3;1;5;4;1;5;3;1;5;5;4;;2;-1,24590733;1,215613652;1,418503408;0,231481388;-0,915817036;-0,831401368;-0,439893646
55;Turkish_Angora;Female;3,049965777;YES;A_little;5;5;2;2;4;2;5;5;1;1;1;4;5;2;1;4;1;1;2;5;2;1;5;5;5;1;5;2;2;1;5;5;5;5;2;4;1;5;5;2;1;5;1;1;5;1;5;1;5;5;4;1;1;1;1;1;4;2;1;4;2;1;5;1;5;4;1;1;5;5;5;;1;1;1;5;1;;5;1;1;1;1;4;5;5;1;5;1;;5;2;5;1;5;;2;4;;1;5;1;1;1;4;5;5;5;2;1;5;1;1;1;4;5;4;1;1;5;1;5;1;1;;5;1;5;5;1;5;4;4;2;4;1;;4;-1,123168551;-0,671863222;0,955575037;0,630363895;0,856304137;-0,165340989;-0,541271387
56;British;Female;10,46341463;YES;No;5;5;4;4;2;2;5;4;1;1;1;5;2;4;2;4;4;2;5;5;2;1;;4;5;1;5;3;;1;;5;4;5;;;2;4;5;4;1;4;1;1;3;4;5;1;1;5;4;2;1;2;;;4;;1;4;4;1;5;1;;3;1;2;1;4;3;;2;1;1;3;1;;5;1;1;1;1;5;5;1;1;5;5;;3;;4;1;5;4;1;4;2;1;1;1;1;4;4;5;5;2;2;2;4;1;;1;4;5;;1;1;5;1;1;4;5;;4;1;5;3;2;3;4;;2;4;3;;5;-0,853282255;-0,399984398;0,252230799;-0,327571238;1,352791823;-0,416550566;-0,069085396
57;House_cat;Female;0,759562842;YES;A_little;5;5;4;4;2;2;5;3;2;1;1;;5;4;3;4;4;4;2;4;5;2;5;5;2;1;;2;;1;;4;5;5;;;1;2;5;2;1;4;1;1;5;1;5;1;5;4;4;1;1;4;;;4;2;1;4;4;1;5;1;;;1;1;2;5;5;;1;4;1;4;1;4;5;1;1;1;2;4;5;1;1;5;3;;5;;4;1;2;4;2;4;1;1;5;1;;5;3;2;3;5;2;1;5;1;;1;4;5;;1;1;4;1;1;4;3;;4;2;4;5;4;5;4;;2;4;1;;3;0,095089682;-0,738655164;1,129560805;0,943117516;-1,249466544;-0,759031606;-0,548611022
58;Bengal;Female;unknown;YES;No;2;4;5;5;2;;3;1;4;1;1;;5;5;3;2;2;1;5;5;1;1;;4;4;1;;1;;;1;5;4;5;;;2;5;4;4;1;1;1;1;2;1;5;4;2;4;4;2;1;1;1;4;4;;1;4;4;1;3;1;;1;1;4;1;5;5;;1;1;;2;2;;4;2;5;1;4;4;5;2;1;4;4;;5;;2;1;4;;5;4;1;1;1;1;;5;1;2;2;2;5;1;5;1;;1;2;5;;1;1;5;1;1;1;4;;2;1;5;4;5;4;1;;2;2;2;;2;1,930973774;0,430437476;-0,531069362;1,781250699;-0,366850242;0,022209367;0,095995328
59;American_Curl;Female;10,12394226;YES;No;5;5;5;4;1;1;5;5;1;1;1;5;4;1;1;5;1;4;5;4;3;1;5;5;5;1;5;1;;1;;4;4;5;4;;1;1;5;1;1;5;1;1;5;1;5;1;4;5;2;1;1;1;1;1;3;1;1;5;2;1;5;1;;2;1;1;1;5;5;;1;1;1;5;1;5;5;1;1;1;2;3;5;1;1;5;1;;5;;4;1;4;4;1;4;1;1;1;1;1;5;1;5;4;5;1;1;5;1;;1;4;5;;1;1;5;1;3;4;1;;2;1;5;5;5;5;4;;1;5;1;5;4;-0,499449475;-0,80648959;0,270369697;0,518041986;0,031815706;-0,824021581;-0,651902513
60;Ragdoll;Female;3,26899384;NO;No;4;4;4;2;5;5;5;1;4;1;1;2;5;4;3;4;3;5;5;5;3;3;1;4;5;1;3;;;5;;5;4;5;1;;2;1;5;4;2;5;;;4;3;5;1;4;5;4;1;1;5;1;1;2;;1;3;4;1;4;;;;1;1;1;;;;1;1;1;4;1;;5;1;1;1;2;2;5;2;1;4;4;;;2;5;1;5;;2;5;;2;1;4;4;5;1;2;2;4;;1;;;;1;5;5;;1;4;5;1;;;4;;4;5;3;5;4;5;2;4;4;4;2;4;5;1,832602583;0,717942031;1,12033513;-1,021115677;0,176870506;0,308341123;0,175334592
61;Turkish_Van;Female;6,622861054;YES;No;4;5;5;5;3;1;5;2;4;1;4;1;5;4;5;5;1;2;5;5;1;1;5;5;4;1;1;5;;2;;5;3;4;2;;2;;5;2;3;2;1;4;5;;5;2;5;5;3;5;5;4;1;1;4;1;4;3;1;1;5;1;;4;1;1;5;4;3;;2;1;1;2;5;1;5;4;1;1;3;5;5;1;1;5;5;;3;;3;1;5;1;1;5;4;2;5;2;;4;4;2;2;4;;4;3;1;;1;4;5;;1;1;5;1;5;5;5;;5;1;4;5;5;5;2;;4;2;1;;3;0,643063001;2,665246885;1,259102848;-0,502218901;-0,156878115;-0,577499542;-0,465212066
62;Abyssinian;Female;3,039014374;unknown;unknown;5;2;2;2;4;1;5;5;1;1;1;5;2;1;1;5;5;5;5;5;2;1;1;5;5;1;5;;;1;5;5;5;5;1;;1;1;5;2;1;5;;1;5;1;4;1;2;5;2;1;1;4;1;1;5;1;1;5;2;1;5;;5;;1;1;1;;;;1;1;1;5;1;;4;1;1;1;1;5;5;4;1;5;4;;;1;5;1;5;;1;5;;1;1;1;1;5;2;5;5;3;1;;;;1;2;4;5;4;1;1;5;1;;5;2;;5;1;5;5;1;5;5;5;5;5;4;;;-1,451132619;-0,548243172;0,868641708;-0,054429975;0,822880743;-0,1113405;-0,404377332
63;Ragdoll;Female;11,43967151;YES;Some;2;;1;1;5;3;4;2;1;4;1;1;1;5;4;5;;2;1;4;1;1;1;1;5;;;4;1;2;4;2;1;1;1;2;1;1;3;1;1;1;4;1;1;1;;1;1;1;1;2;1;1;;;1;4;1;4;3;4;2;2;2;4;2;1;1;3;2;;1;1;1;2;2;;2;1;1;3;4;3;1;1;2;2;1;;1;5;1;1;2;4;1;2;4;1;1;1;;1;1;1;1;1;4;1;2;1;1;;2;1;;1;2;;1;2;4;2;;1;1;;2;5;1;;;1;5;1;1;3;1,293237495;-0,236290321;-4,326500318;-2,043776098;-1,748659638;3,525541971;2,493875162
64;House_cat;Female;2,091240876;YES;No;5;2;2;4;2;4;5;1;4;1;2;1;4;4;1;2;2;3;4;4;2;1;2;;5;1;;2;;1;;1;5;4;;;1;4;4;4;1;1;1;1;4;1;3;1;4;3;2;;;4;;;4;3;1;4;5;2;4;1;;2;1;1;1;5;4;;1;4;1;4;;;2;;1;1;5;1;5;1;1;3;4;;4;;2;1;4;2;1;4;2;1;2;1;;2;2;1;1;1;;3;3;1;;1;3;5;;1;1;5;1;1;5;3;;4;1;;5;5;5;;;2;4;1;;5;1,020667288;-0,592590674;-0,46509736;0,117159671;-0,027764469;-0,803141494;-0,055602693
65;Cornish_Rex;Female;0,539726027;YES;No;5;1;1;4;;1;5;5;1;1;1;;1;2;1;5;1;1;4;4;1;1;5;5;5;1;;1;1;;;5;5;5;;4;1;5;5;2;1;4;1;;5;1;5;1;4;4;5;1;;1;;;5;;1;5;4;1;5;1;;;1;1;1;5;5;;1;2;1;5;1;;5;;1;1;1;2;5;2;1;5;2;;5;;5;1;5;1;1;5;1;1;1;1;;5;;4;5;4;5;1;5;1;;1;3;5;1;1;1;5;1;;5;2;;2;1;5;5;4;5;;;5;5;1;4;3;-0,59752078;-0,734631811;0,535114616;0,967434099;0,083484254;-0,384013071;-0,642579267
66;House_cat;Female;3,926615553;NO;No;5;5;2;5;2;2;5;2;1;1;1;4;2;4;1;5;1;1;5;5;2;1;;5;4;1;5;;1;1;;5;5;4;;1;1;;5;4;1;5;;1;5;1;5;1;4;4;2;;1;2;;;4;;1;4;2;1;5;;;;1;2;2;;;4;1;1;1;5;;;5;1;1;1;2;2;5;2;1;5;1;;;;5;1;4;;4;5;;1;5;1;1;;3;4;4;2;;2;;;;1;5;5;;2;1;5;1;;4;4;;2;1;4;5;4;5;2;;2;5;4;5;;-0,014527369;-0,596945685;0,484655353;-0,125164121;0,63993791;-0,459355947;-0,279013343
68;Oriental;Female;0,693150685;YES;A_little;5;1;3;5;5;;5;5;1;1;4;3;5;2;4;5;1;4;5;5;2;1;;;5;4;5;1;4;;;5;5;5;5;1;1;5;5;5;1;5;1;3;5;1;5;5;5;5;2;1;1;1;;;5;4;1;1;4;1;5;1;;1;1;1;5;5;5;;1;2;;3;4;;5;1;1;4;1;5;5;;2;5;1;1;5;;5;1;5;1;1;5;1;1;1;1;1;5;5;5;5;5;4;2;5;1;;1;5;5;;1;1;5;1;2;1;1;5;5;1;5;5;1;4;4;;1;5;2;4;3;-1,085507122;0,012430517;1,287259017;1,17556568;0,725536813;1,33569373;-0,688545832
69;Maine_Coon;Female;3,735632184;NO;A_little;4;5;2;4;1;4;4;1;4;1;4;;2;5;1;5;5;5;5;5;2;2;5;4;4;1;;4;1;4;2;5;4;5;1;1;1;5;5;5;5;4;;1;5;1;5;5;5;5;5;1;1;5;2;4;5;2;4;4;4;1;5;2;2;;1;1;4;;;;2;2;2;4;1;;5;1;2;1;5;4;5;1;1;5;1;;2;2;4;2;4;2;1;5;2;1;5;1;;5;1;1;4;4;5;2;;2;4;1;5;5;4;2;2;5;1;;5;3;;5;4;4;5;5;2;2;5;5;5;2;5;5;1,098277058;0,725806009;1,125306012;-0,825066331;0,614239871;-0,687402042;0,34842138
70;House_cat;Female;unknown;unknown;unknown;5;4;5;4;3;;5;5;2;3;1;5;4;4;2;4;2;2;1;5;2;1;5;4;5;3;5;2;1;;1;4;1;1;3;1;4;2;5;5;1;4;1;1;5;4;3;2;1;5;1;;;3;3;2;2;1;1;1;2;1;4;1;1;4;3;2;2;5;3;;1;2;;5;;;4;;1;4;3;3;2;1;1;3;1;1;3;2;4;2;3;2;2;4;1;1;5;1;1;4;2;4;4;1;3;4;3;1;3;1;3;5;;5;1;5;1;3;5;2;2;1;1;5;4;2;5;3;;5;5;3;;3;-0,435571154;-0,158863775;-2,359943706;-0,025194358;1,447201907;2,427657514;2,112598795
71;European;Female;2,50513347;unknown;unknown;5;5;2;4;3;2;5;5;2;1;1;2;5;4;2;4;1;4;4;5;4;4;4;4;4;1;5;1;1;1;3;5;4;5;2;1;1;4;5;2;1;2;1;1;3;1;3;1;4;4;3;1;1;1;1;1;4;4;1;4;2;1;5;1;1;4;1;3;3;5;4;;1;1;1;3;1;;5;1;1;1;1;2;5;1;4;3;3;;4;4;4;1;4;4;2;4;2;1;4;1;1;4;;4;5;3;2;1;5;1;2;1;4;5;;1;1;5;1;2;2;3;4;3;3;4;4;2;4;2;;1;5;2;4;3;-0,537851652;-0,807134227;-0,083574;0,774026489;0,017080282;0,510346276;-0,423230938
72;Other;Female;1,956164384;YES;A_little;5;3;4;5;2;2;4;2;4;1;4;3;1;4;2;2;1;5;5;5;4;1;4;4;5;1;;;;2;;5;4;5;2;;2;4;5;4;3;2;1;;5;1;5;3;4;4;4;4;2;;2;2;4;;3;4;4;1;4;1;;;1;4;4;4;4;;2;1;2;4;4;;4;1;1;1;4;5;5;1;1;4;4;;4;;4;1;4;;1;5;1;1;1;2;;5;2;2;2;4;2;1;4;1;;1;4;4;4;1;2;5;1;2;5;5;;4;1;4;5;5;4;2;4;2;5;1;;4;1,27829752;1,379787166;0,820592241;0,089031439;0,079312269;-0,620216582;-0,130882291
73;Siberian_and_Neva_Masquerade;Female;1,423357664;YES;A_little;5;2;3;3;1;1;4;5;1;1;1;5;1;1;1;4;1;1;1;3;1;1;3;4;5;1;5;3;;1;;2;5;5;1;;1;;3;1;1;2;1;1;5;3;5;1;4;3;3;1;1;3;1;1;1;1;1;3;3;1;4;2;;4;1;1;3;2;3;;1;1;1;4;1;1;5;1;1;1;1;3;5;3;1;4;1;;3;;3;1;3;3;3;4;3;1;1;1;1;5;;5;5;5;3;3;4;3;;1;3;4;;1;1;5;1;1;3;1;;3;1;5;5;1;4;5;;3;3;1;;5;-1,31738077;-0,751420902;0,461705897;-1,425009683;0,088341337;-0,361644823;-0,075737593
74;Turkish_Angora;Female;0,939726027;unknown;unknown;4;5;5;5;2;;4;1;1;1;1;2;5;4;2;5;3;4;4;4;5;2;;5;4;1;;3;1;;;4;5;5;1;1;1;5;5;2;1;5;1;1;5;1;5;2;5;5;5;1;1;1;;;5;2;1;5;4;1;5;1;;;1;1;2;5;5;;1;1;;1;1;;5;1;1;1;4;4;5;1;1;5;4;;5;;5;1;5;1;1;3;2;1;2;1;;5;2;1;1;4;3;1;5;1;;;4;5;;1;1;4;1;5;5;5;;2;1;2;5;4;5;;2;5;5;2;;2;1,014111372;-0,641392613;1,141974246;0,968800844;-1,386229423;-0,750972428;-0,718349127
75;European;Female;0,687671233;YES;A_little;5;5;4;5;4;2;5;2;2;1;2;2;5;3;3;5;3;4;5;5;5;3;3;5;5;1;4;2;2;1;4;4;5;5;3;2;1;3;5;4;1;4;1;3;5;1;5;1;4;4;4;1;1;2;2;2;3;4;1;3;2;1;5;1;2;2;1;2;2;5;5;2;1;3;1;4;1;4;4;1;1;1;2;4;5;;1;4;2;;5;4;4;1;4;4;4;4;2;1;4;1;1;5;1;2;4;4;3;2;5;1;2;2;4;5;3;2;1;5;2;2;2;2;;2;1;4;3;4;4;2;;1;5;2;;3;0,225030622;-0,354377874;1,141350291;1,085448039;0,207529796;-0,238903371;-0,524943997
76;Maine_Coon;Female;4,118773946;NO;No;4;1;2;3;4;4;4;4;3;1;1;3;1;3;2;1;1;1;2;2;4;1;4;4;4;2;3;2;1;1;;1;3;1;;1;1;;1;1;1;1;1;;4;1;4;3;1;3;1;2;1;1;1;2;4;;2;4;1;1;2;2;;3;1;1;1;4;3;;2;1;2;2;2;3;5;1;1;1;2;2;4;1;1;4;3;;2;;1;1;2;4;1;3;3;2;1;2;3;4;;3;3;2;2;1;2;3;;2;1;4;;1;2;4;1;2;1;3;;1;1;4;2;3;4;;;2;2;1;;3;0,248891788;0,669421398;-2,09000586;-1,363343079;-2,072714368;-0,071352432;-0,556784166
77;Russian_Blue;Female;0,64109589;NO;No;5;4;5;5;5;;5;4;2;1;1;5;4;1;3;5;1;5;5;5;4;;;5;1;1;5;;;;;5;5;5;;;2;1;5;1;1;5;;;5;1;5;1;5;5;5;1;;3;4;;5;1;1;5;5;1;5;;;;1;1;1;;;;1;5;;5;1;;5;;1;1;1;4;5;2;1;5;4;;;;5;1;5;;5;5;;1;;1;;5;;4;5;5;5;;;;;1;4;5;;4;2;5;1;;5;4;;5;2;5;5;4;5;5;;5;4;2;;5;-0,446222341;-0,377882199;1,54927619;-0,36771732;0,031305892;0,243737528;-0,293216723
78;Oriental;Female;8,156677822;YES;A_lot;5;5;2;4;3;5;4;2;2;1;2;2;5;2;1;5;2;5;5;5;4;5;5;2;4;1;5;2;1;2;1;5;5;5;1;1;1;5;2;5;1;5;1;1;5;5;5;1;5;5;5;1;1;4;2;4;4;1;1;4;2;2;5;1;1;2;4;1;5;5;5;3;1;1;2;5;2;2;2;2;1;2;2;5;5;4;1;4;4;;5;1;5;5;5;1;5;5;2;1;4;1;1;5;5;2;2;5;2;4;5;1;5;1;5;5;5;5;1;5;1;5;5;2;4;5;5;4;5;5;4;1;5;5;5;4;5;5;0,539059963;0,2245239;1,938792127;0,862517588;1,654102852;0,186704911;4,798623834
